,index,Date/Time,Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
3771,3771,2012-06-06 03:00:00,11.0,6.8,75,9,25.0,100.99,Mostly Cloudy
3772,3772,2012-06-06 04:00:00,11.2,6.9,75,6,24.1,101.03,Mostly Cloudy
3773,3773,2012-06-06 05:00:00,12.0,7.2,72,9,48.3,101.05,Mostly Cloudy
3774,3774,2012-06-06 06:00:00,12.4,7.7,73,15,24.1,101.07,Mostly Cloudy
3775,3775,2012-06-06 07:00:00,14.1,8.3,68,13,24.1,101.1,Mainly Clear
3776,3776,2012-06-06 08:00:00,15.3,9.6,69,7,24.1,101.14,Mainly Clear
3777,3777,2012-06-06 09:00:00,16.1,9.6,65,9,24.1,101.13,Mainly Clear
3778,3778,2012-06-06 10:00:00,17.6,9.7,60,11,24.1,101.12,Mainly Clear
3779,3779,2012-06-06 11:00:00,19.4,9.4,52,7,24.1,101.08,Mainly Clear
3780,3780,2012-06-06 12:00:00,19.8,9.7,52,9,24.1,101.05,Mainly Clear
3781,3781,2012-06-06 13:00:00,19.6,9.6,52,0,24.1,101.01,Mainly Clear
3782,3782,2012-06-06 14:00:00,20.6,9.8,50,4,48.3,100.94,Mostly Cloudy
3783,3783,2012-06-06 15:00:00,20.3,9.3,49,7,48.3,100.89,Mostly Cloudy
3784,3784,2012-06-06 16:00:00,21.3,8.2,43,13,48.3,100.9,Mostly Cloudy
3785,3785,2012-06-06 17:00:00,20.6,7.4,42,11,24.1,100.91,Mostly Cloudy
3786,3786,2012-06-06 18:00:00,20.0,7.6,45,15,24.1,100.95,Mostly Cloudy
3787,3787,2012-06-06 19:00:00,18.9,7.8,48,15,24.1,101.0,Mostly Cloudy
3788,3788,2012-06-06 20:00:00,17.4,9.6,60,9,24.1,101.04,Rain Showers
3789,3789,2012-06-06 21:00:00,16.3,9.7,65,11,25.0,101.04,Mostly Cloudy
3790,3790,2012-06-06 22:00:00,17.4,9.3,59,9,25.0,101.04,Cloudy
3791,3791,2012-06-06 23:00:00,17.1,9.1,59,11,25.0,101.05,Rain Showers
3792,3792,2012-06-07 00:00:00,14.9,9.0,68,9,25.0,101.06,Mainly Clear
3793,3793,2012-06-07 01:00:00,13.3,9.2,76,7,25.0,101.06,Mainly Clear
3794,3794,2012-06-07 02:00:00,12.8,9.4,80,11,25.0,101.04,Clear
3795,3795,2012-06-07 03:00:00,12.3,8.9,80,17,25.0,101.02,Clear
3796,3796,2012-06-07 04:00:00,12.0,8.3,78,9,24.1,101.05,Mainly Clear
3797,3797,2012-06-07 05:00:00,11.3,8.1,81,11,48.3,101.11,Mainly Clear
3798,3798,2012-06-07 06:00:00,12.3,8.4,77,13,48.3,101.12,Mainly Clear
3799,3799,2012-06-07 07:00:00,13.9,8.4,69,4,24.1,101.13,Mainly Clear
3800,3800,2012-06-07 08:00:00,15.9,9.2,64,11,24.1,101.12,Mainly Clear
3801,3801,2012-06-07 09:00:00,17.5,9.5,59,6,48.3,101.09,Mainly Clear
3802,3802,2012-06-07 10:00:00,19.4,9.6,53,6,48.3,101.05,Mainly Clear
3803,3803,2012-06-07 11:00:00,20.1,10.5,54,7,48.3,101.02,Mainly Clear
3804,3804,2012-06-07 12:00:00,20.8,10.1,50,13,48.3,100.98,Mainly Clear
3805,3805,2012-06-07 13:00:00,21.6,10.9,51,11,48.3,100.92,Mainly Clear
3806,3806,2012-06-07 14:00:00,22.7,9.4,43,11,48.3,100.86,Mainly Clear
3807,3807,2012-06-07 15:00:00,22.3,9.3,43,13,48.3,100.8,Mainly Clear
3808,3808,2012-06-07 16:00:00,22.8,9.2,42,15,48.3,100.74,Mainly Clear
3809,3809,2012-06-07 17:00:00,22.6,8.9,42,11,48.3,100.69,Mostly Cloudy
3810,3810,2012-06-07 18:00:00,22.0,7.9,40,9,48.3,100.67,Mostly Cloudy
3811,3811,2012-06-07 19:00:00,22.2,9.0,43,11,48.3,100.67,Mostly Cloudy
3812,3812,2012-06-07 20:00:00,21.7,9.4,45,11,24.1,100.66,Mostly Cloudy
3813,3813,2012-06-07 21:00:00,18.6,10.4,59,30,25.0,100.74,Mostly Cloudy
3814,3814,2012-06-07 22:00:00,16.4,11.6,73,17,25.0,100.74,Rain Showers
3815,3815,2012-06-07 23:00:00,16.3,12.2,77,17,25.0,100.78,Rain
3816,3816,2012-06-08 00:00:00,15.9,13.1,83,13,25.0,100.68,Mostly Cloudy
3817,3817,2012-06-08 01:00:00,15.7,12.9,83,7,25.0,100.65,Clear
3818,3818,2012-06-08 02:00:00,15.3,12.9,86,11,25.0,100.6,Clear
3819,3819,2012-06-08 03:00:00,14.1,11.7,85,7,25.0,100.56,Mainly Clear
3820,3820,2012-06-08 04:00:00,13.9,11.0,83,7,24.1,100.58,Mainly Clear
3821,3821,2012-06-08 05:00:00,14.4,11.2,81,7,48.3,100.58,Mainly Clear
3822,3822,2012-06-08 06:00:00,16.2,11.7,75,17,48.3,100.58,Mostly Cloudy
3823,3823,2012-06-08 07:00:00,16.7,11.3,70,22,48.3,100.56,Mostly Cloudy
3824,3824,2012-06-08 08:00:00,17.3,11.5,69,22,48.3,100.54,Mostly Cloudy
3825,3825,2012-06-08 09:00:00,17.7,12.6,72,17,24.1,100.53,Cloudy
3826,3826,2012-06-08 10:00:00,18.3,12.7,70,13,24.1,100.53,Cloudy
3827,3827,2012-06-08 11:00:00,18.6,12.9,69,17,24.1,100.53,Cloudy
3828,3828,2012-06-08 12:00:00,19.5,13.7,69,17,24.1,100.46,Cloudy
3829,3829,2012-06-08 13:00:00,20.5,14.4,68,20,24.1,100.33,Mostly Cloudy
3830,3830,2012-06-08 14:00:00,20.2,12.8,62,17,24.1,100.25,Cloudy
3831,3831,2012-06-08 15:00:00,19.4,12.8,66,20,12.9,100.33,Rain Showers
3832,3832,2012-06-08 16:00:00,18.4,13.4,73,4,24.1,100.22,Mostly Cloudy
3833,3833,2012-06-08 17:00:00,20.0,14.3,70,7,24.1,100.22,Mostly Cloudy
3834,3834,2012-06-08 18:00:00,19.0,14.4,75,0,24.1,100.17,Mostly Cloudy
3835,3835,2012-06-08 19:00:00,19.0,12.0,64,15,24.1,100.28,Mainly Clear
3836,3836,2012-06-08 20:00:00,16.0,9.9,67,9,24.1,100.34,Mainly Clear
3837,3837,2012-06-08 21:00:00,14.1,8.3,68,9,25.0,100.41,Clear
3838,3838,2012-06-08 22:00:00,13.5,7.8,68,6,25.0,100.48,Clear
3839,3839,2012-06-08 23:00:00,12.0,7.6,74,9,25.0,100.5,Clear
3840,3840,2012-06-09 00:00:00,12.8,8.0,73,6,25.0,100.51,Clear
3841,3841,2012-06-09 01:00:00,12.9,8.0,72,0,25.0,100.53,Clear
3842,3842,2012-06-09 02:00:00,12.2,7.8,74,0,25.0,100.54,Clear
3843,3843,2012-06-09 03:00:00,11.5,7.3,75,0,25.0,100.56,Clear
3844,3844,2012-06-09 04:00:00,10.0,6.9,81,0,25.0,100.6,Mainly Clear
3845,3845,2012-06-09 05:00:00,11.1,8.0,81,6,48.3,100.68,Mainly Clear
3846,3846,2012-06-09 06:00:00,14.2,9.4,73,0,48.3,100.71,Mainly Clear
3847,3847,2012-06-09 07:00:00,16.0,9.7,66,6,48.3,100.76,Mainly Clear
3848,3848,2012-06-09 08:00:00,18.4,8.9,54,4,48.3,100.79,Mainly Clear
3849,3849,2012-06-09 09:00:00,19.3,7.8,47,0,48.3,100.81,Mainly Clear
3850,3850,2012-06-09 10:00:00,21.0,10.1,50,4,48.3,100.78,Mainly Clear
3851,3851,2012-06-09 11:00:00,21.2,9.5,47,15,48.3,100.76,Mostly Cloudy
3852,3852,2012-06-09 12:00:00,22.2,9.2,43,17,48.3,100.73,Cloudy
3853,3853,2012-06-09 13:00:00,23.0,7.6,37,19,48.3,100.71,Cloudy
3854,3854,2012-06-09 14:00:00,23.2,7.2,36,7,48.3,100.68,Mostly Cloudy
3855,3855,2012-06-09 15:00:00,23.8,5.6,31,20,48.3,100.67,Mainly Clear
3856,3856,2012-06-09 16:00:00,23.9,6.5,33,17,48.3,100.68,Cloudy
3857,3857,2012-06-09 17:00:00,23.8,7.2,34,17,48.3,100.69,Cloudy
3858,3858,2012-06-09 18:00:00,23.6,7.1,35,11,48.3,100.73,Mainly Clear
3859,3859,2012-06-09 19:00:00,21.8,7.6,40,9,48.3,100.75,Mostly Cloudy
3860,3860,2012-06-09 20:00:00,18.5,8.2,51,6,48.3,100.8,Mainly Clear
3861,3861,2012-06-09 21:00:00,19.4,6.8,44,6,25.0,100.87,Mainly Clear
3862,3862,2012-06-09 22:00:00,17.0,6.6,50,4,25.0,100.93,Clear
3863,3863,2012-06-09 23:00:00,16.9,7.8,55,4,25.0,100.97,Mainly Clear
3864,3864,2012-06-10 00:00:00,15.8,9.2,65,6,25.0,101.03,Mainly Clear
3865,3865,2012-06-10 01:00:00,15.6,9.3,66,4,25.0,101.07,Clear
3866,3866,2012-06-10 02:00:00,13.7,9.9,78,0,25.0,101.08,Clear
3867,3867,2012-06-10 03:00:00,14.3,11.6,84,4,25.0,101.11,Mainly Clear
3868,3868,2012-06-10 04:00:00,12.4,10.3,87,4,25.0,101.15,Clear
3869,3869,2012-06-10 05:00:00,13.9,9.1,73,6,48.3,101.24,Mainly Clear
3870,3870,2012-06-10 06:00:00,16.6,9.6,63,0,48.3,101.36,Mainly Clear
3871,3871,2012-06-10 07:00:00,18.0,8.8,55,4,48.3,101.42,Mainly Clear
3872,3872,2012-06-10 08:00:00,20.2,9.5,50,6,48.3,101.45,Mainly Clear
3873,3873,2012-06-10 09:00:00,21.2,10.3,50,6,48.3,101.45,Mainly Clear
3874,3874,2012-06-10 10:00:00,23.5,11.8,48,7,48.3,101.42,Mainly Clear
3875,3875,2012-06-10 11:00:00,24.6,7.4,33,7,48.3,101.45,Mostly Cloudy
3876,3876,2012-06-10 12:00:00,25.4,7.8,33,7,48.3,101.41,Mainly Clear
3877,3877,2012-06-10 13:00:00,25.5,5.8,28,11,48.3,101.38,Mostly Cloudy
3878,3878,2012-06-10 14:00:00,26.5,5.9,27,6,48.3,101.4,Mostly Cloudy
3879,3879,2012-06-10 15:00:00,26.5,9.2,34,6,48.3,101.42,Mainly Clear
3880,3880,2012-06-10 16:00:00,26.8,10.7,37,6,48.3,101.41,Mainly Clear
3881,3881,2012-06-10 17:00:00,26.6,10.0,35,6,48.3,101.37,Cloudy
3882,3882,2012-06-10 18:00:00,26.5,9.3,34,15,48.3,101.39,Cloudy
3883,3883,2012-06-10 19:00:00,26.0,9.0,34,9,48.3,101.47,Mostly Cloudy
3884,3884,2012-06-10 20:00:00,25.3,7.5,32,9,48.3,101.47,Mostly Cloudy
3885,3885,2012-06-10 21:00:00,22.8,8.4,40,7,25.0,101.51,Clear
3886,3886,2012-06-10 22:00:00,22.7,8.9,41,9,25.0,101.5,Mainly Clear
3887,3887,2012-06-10 23:00:00,23.0,8.9,41,11,25.0,101.5,Clear
3888,3888,2012-06-11 00:00:00,21.7,9.0,44,6,25.0,101.49,Clear
3889,3889,2012-06-11 01:00:00,20.4,9.2,49,0,25.0,101.45,Mainly Clear
3890,3890,2012-06-11 02:00:00,18.9,10.5,58,7,25.0,101.47,Mainly Clear
3891,3891,2012-06-11 03:00:00,18.5,10.9,61,9,25.0,101.45,Mostly Cloudy
3892,3892,2012-06-11 04:00:00,18.1,10.7,62,11,24.1,101.47,Mostly Cloudy
3893,3893,2012-06-11 05:00:00,17.5,11.8,69,11,24.1,101.54,Mainly Clear
3894,3894,2012-06-11 06:00:00,19.5,12.7,65,7,48.3,101.58,Mainly Clear
3895,3895,2012-06-11 07:00:00,19.4,13.8,70,11,48.3,101.63,Mostly Cloudy
3896,3896,2012-06-11 08:00:00,20.2,14.5,70,9,48.3,101.64,Mostly Cloudy
3897,3897,2012-06-11 09:00:00,22.4,15.6,65,7,24.1,101.63,Mostly Cloudy
3898,3898,2012-06-11 10:00:00,24.8,16.3,59,4,24.1,101.58,Mostly Cloudy
3899,3899,2012-06-11 11:00:00,26.6,17.2,56,4,24.1,101.54,Mostly Cloudy
3900,3900,2012-06-11 12:00:00,27.3,17.5,55,7,24.1,101.47,Mostly Cloudy
3901,3901,2012-06-11 13:00:00,28.7,18.3,53,15,24.1,101.4,Cloudy
3902,3902,2012-06-11 14:00:00,29.4,18.3,51,17,48.3,101.32,Mainly Clear
3903,3903,2012-06-11 15:00:00,30.1,18.4,50,17,48.3,101.27,Mainly Clear
3904,3904,2012-06-11 16:00:00,29.6,17.4,48,22,48.3,101.2,Mainly Clear
3905,3905,2012-06-11 17:00:00,29.1,18.0,51,22,48.3,101.16,Mainly Clear
3906,3906,2012-06-11 18:00:00,28.2,18.1,54,19,48.3,101.16,Mainly Clear
3907,3907,2012-06-11 19:00:00,27.1,17.6,56,19,48.3,101.11,Mostly Cloudy
3908,3908,2012-06-11 20:00:00,25.9,16.7,57,20,24.1,101.09,Cloudy
3909,3909,2012-06-11 21:00:00,25.3,16.6,59,20,25.0,101.09,Mostly Cloudy
3910,3910,2012-06-11 22:00:00,24.7,16.6,61,22,25.0,101.08,Mostly Cloudy
3911,3911,2012-06-11 23:00:00,23.8,16.5,64,17,25.0,101.09,Mostly Cloudy
3912,3912,2012-06-12 00:00:00,22.7,16.3,67,19,25.0,101.08,Mostly Cloudy
3913,3913,2012-06-12 01:00:00,21.7,15.5,68,17,25.0,101.07,Mostly Cloudy
3914,3914,2012-06-12 02:00:00,20.9,15.0,69,19,25.0,101.04,Mainly Clear
3915,3915,2012-06-12 03:00:00,20.2,14.3,69,17,25.0,101.0,Mostly Cloudy
3916,3916,2012-06-12 04:00:00,19.5,13.4,68,19,24.1,101.0,Mostly Cloudy
3917,3917,2012-06-12 05:00:00,19.3,13.1,67,17,24.1,101.01,Mostly Cloudy
3918,3918,2012-06-12 06:00:00,19.5,13.2,67,15,24.1,100.98,Mostly Cloudy
3919,3919,2012-06-12 07:00:00,21.1,14.1,64,22,24.1,100.95,Mostly Cloudy
3920,3920,2012-06-12 08:00:00,21.8,14.4,63,19,24.1,100.92,Cloudy
3921,3921,2012-06-12 09:00:00,22.8,14.9,61,19,24.1,100.86,Cloudy
3922,3922,2012-06-12 10:00:00,23.9,15.5,59,15,24.1,100.8,Mostly Cloudy
3923,3923,2012-06-12 11:00:00,24.7,15.5,57,24,24.1,100.74,Cloudy
3924,3924,2012-06-12 12:00:00,24.4,15.8,59,17,16.1,100.71,Rain Showers
3925,3925,2012-06-12 13:00:00,19.8,16.7,82,19,6.4,100.73,Rain Showers
3926,3926,2012-06-12 14:00:00,19.0,17.3,90,19,6.4,100.71,"Rain,Fog"
3927,3927,2012-06-12 15:00:00,19.1,17.3,89,15,6.4,100.67,"Rain,Fog"
3928,3928,2012-06-12 16:00:00,18.4,16.7,90,22,8.0,100.6,"Rain,Fog"
3929,3929,2012-06-12 17:00:00,18.2,16.3,89,20,12.9,100.57,Rain
3930,3930,2012-06-12 18:00:00,18.2,16.3,89,20,9.7,100.55,"Rain,Fog"
3931,3931,2012-06-12 19:00:00,17.9,16.1,89,20,11.3,100.52,Rain
3932,3932,2012-06-12 20:00:00,18.5,16.2,86,19,19.3,100.47,Cloudy
3933,3933,2012-06-12 21:00:00,18.4,16.1,86,19,25.0,100.46,Cloudy
3934,3934,2012-06-12 22:00:00,18.6,16.1,85,17,25.0,100.45,Cloudy
3935,3935,2012-06-12 23:00:00,18.6,16.1,85,13,25.0,100.44,Mostly Cloudy
3936,3936,2012-06-13 00:00:00,18.5,16.1,86,11,25.0,100.46,Mostly Cloudy
3937,3937,2012-06-13 01:00:00,19.6,16.6,83,15,25.0,100.44,Cloudy
3938,3938,2012-06-13 02:00:00,19.6,16.5,82,19,25.0,100.4,Cloudy
3939,3939,2012-06-13 03:00:00,19.3,16.4,83,22,25.0,100.46,Cloudy
3940,3940,2012-06-13 04:00:00,18.7,15.6,82,22,24.1,100.54,Mostly Cloudy
3941,3941,2012-06-13 05:00:00,17.2,13.9,81,22,24.1,100.62,Mainly Clear
3942,3942,2012-06-13 06:00:00,17.7,14.1,79,22,24.1,100.75,Mainly Clear
3943,3943,2012-06-13 07:00:00,18.1,14.1,77,20,24.1,100.86,Mostly Cloudy
3944,3944,2012-06-13 08:00:00,17.9,12.6,71,32,24.1,100.96,Mostly Cloudy
3945,3945,2012-06-13 09:00:00,17.0,11.7,71,24,24.1,101.09,Mostly Cloudy
3946,3946,2012-06-13 10:00:00,17.9,11.0,64,19,24.1,101.18,Mostly Cloudy
3947,3947,2012-06-13 11:00:00,19.5,11.6,60,13,24.1,101.28,Mainly Clear
3948,3948,2012-06-13 12:00:00,19.6,10.6,56,13,48.3,101.3,Mainly Clear
3949,3949,2012-06-13 13:00:00,20.4,10.6,53,15,48.3,101.32,Mainly Clear
3950,3950,2012-06-13 14:00:00,20.7,9.8,50,9,48.3,101.36,Mainly Clear
3951,3951,2012-06-13 15:00:00,21.9,10.7,49,17,48.3,101.39,Mainly Clear
3952,3952,2012-06-13 16:00:00,21.8,9.3,45,17,48.3,101.42,Mainly Clear
3953,3953,2012-06-13 17:00:00,22.2,9.8,45,19,48.3,101.44,Mainly Clear
3954,3954,2012-06-13 18:00:00,21.6,9.8,47,20,48.3,101.48,Mainly Clear
3955,3955,2012-06-13 19:00:00,20.0,8.5,47,17,48.3,101.57,Clear
3956,3956,2012-06-13 20:00:00,17.6,8.0,53,11,48.3,101.62,Clear
3957,3957,2012-06-13 21:00:00,15.1,8.1,63,7,25.0,101.7,Clear
3958,3958,2012-06-13 22:00:00,14.6,7.9,64,11,25.0,101.74,Clear
3959,3959,2012-06-13 23:00:00,15.2,6.2,55,11,25.0,101.79,Clear
3960,3960,2012-06-14 00:00:00,14.5,5.4,54,11,25.0,101.85,Clear
3961,3961,2012-06-14 01:00:00,13.4,5.2,58,9,25.0,101.88,Clear
3962,3962,2012-06-14 02:00:00,13.0,5.4,60,9,25.0,101.93,Clear
3963,3963,2012-06-14 03:00:00,12.3,5.3,62,13,25.0,101.96,Clear
3964,3964,2012-06-14 04:00:00,12.4,4.9,60,15,48.3,102.04,Clear
3965,3965,2012-06-14 05:00:00,12.4,5.7,64,9,48.3,102.14,Clear
3966,3966,2012-06-14 06:00:00,14.7,6.3,57,9,48.3,102.2,Clear
3967,3967,2012-06-14 07:00:00,16.5,7.5,55,13,48.3,102.28,Clear
3968,3968,2012-06-14 08:00:00,18.5,7.9,50,11,48.3,102.33,Clear
3969,3969,2012-06-14 09:00:00,20.0,5.5,39,19,48.3,102.32,Clear
3970,3970,2012-06-14 10:00:00,20.0,3.8,34,17,48.3,102.31,Clear
3971,3971,2012-06-14 11:00:00,21.2,6.5,38,9,48.3,102.27,Clear
3972,3972,2012-06-14 12:00:00,21.3,4.7,34,24,48.3,102.26,Clear
3973,3973,2012-06-14 13:00:00,22.2,5.5,34,19,48.3,102.22,Clear
3974,3974,2012-06-14 14:00:00,22.4,5.5,33,15,48.3,102.17,Clear
3975,3975,2012-06-14 15:00:00,22.9,6.7,35,11,48.3,102.12,Clear
3976,3976,2012-06-14 16:00:00,22.5,6.9,36,7,48.3,102.15,Clear
3977,3977,2012-06-14 17:00:00,22.9,6.9,36,15,48.3,102.17,Clear
3978,3978,2012-06-14 18:00:00,22.7,7.5,38,17,48.3,102.16,Clear
3979,3979,2012-06-14 19:00:00,22.5,6.5,36,13,48.3,102.17,Clear
3980,3980,2012-06-14 20:00:00,21.7,5.7,35,15,48.3,102.16,Clear
3981,3981,2012-06-14 21:00:00,21.0,6.0,38,11,25.0,102.16,Clear
3982,3982,2012-06-14 22:00:00,20.2,6.0,39,9,25.0,102.2,Clear
3983,3983,2012-06-14 23:00:00,19.6,5.8,40,6,25.0,102.21,Clear
3984,3984,2012-06-15 00:00:00,18.9,5.5,41,6,25.0,102.18,Clear
3985,3985,2012-06-15 01:00:00,17.1,6.1,48,6,25.0,102.17,Clear
3986,3986,2012-06-15 02:00:00,14.2,7.9,66,13,25.0,102.19,Clear
3987,3987,2012-06-15 03:00:00,13.8,9.1,73,13,25.0,102.17,Clear
3988,3988,2012-06-15 04:00:00,13.0,9.0,77,15,24.1,102.19,Clear
3989,3989,2012-06-15 05:00:00,13.3,8.9,75,15,48.3,102.27,Clear
3990,3990,2012-06-15 06:00:00,15.6,8.5,63,17,48.3,102.32,Clear
3991,3991,2012-06-15 07:00:00,16.8,8.8,59,19,48.3,102.38,Clear
3992,3992,2012-06-15 08:00:00,18.6,9.5,55,17,48.3,102.4,Mainly Clear
3993,3993,2012-06-15 09:00:00,20.3,7.9,45,17,48.3,102.39,Mainly Clear
3994,3994,2012-06-15 10:00:00,21.4,6.3,37,13,48.3,102.37,Mostly Cloudy
3995,3995,2012-06-15 11:00:00,22.2,7.9,40,15,48.3,102.35,Mostly Cloudy
3996,3996,2012-06-15 12:00:00,23.5,7.0,35,11,48.3,102.3,Mainly Clear
3997,3997,2012-06-15 13:00:00,24.4,6.7,32,15,48.3,102.22,Mostly Cloudy
3998,3998,2012-06-15 14:00:00,24.3,5.6,30,11,48.3,102.17,Cloudy
3999,3999,2012-06-15 15:00:00,24.9,5.7,29,17,48.3,102.13,Cloudy
4000,4000,2012-06-15 16:00:00,25.0,5.1,28,15,48.3,102.08,Cloudy
4001,4001,2012-06-15 17:00:00,24.8,5.3,28,11,48.3,102.06,Cloudy
4002,4002,2012-06-15 18:00:00,24.5,6.0,30,9,48.3,102.08,Cloudy
4003,4003,2012-06-15 19:00:00,23.2,8.8,40,15,48.3,102.07,Cloudy
4004,4004,2012-06-15 20:00:00,22.0,8.7,43,15,48.3,102.06,Mostly Cloudy
4005,4005,2012-06-15 21:00:00,22.1,7.8,40,11,25.0,102.06,Mainly Clear
4006,4006,2012-06-15 22:00:00,21.3,8.6,44,13,25.0,102.06,Mainly Clear
4007,4007,2012-06-15 23:00:00,20.1,9.5,50,11,25.0,102.06,Clear
4008,4008,2012-06-16 00:00:00,17.5,9.9,61,9,25.0,102.05,Clear
4009,4009,2012-06-16 01:00:00,16.1,10.4,69,11,25.0,102.02,Mainly Clear
4010,4010,2012-06-16 02:00:00,15.3,10.3,72,13,25.0,102.03,Clear
4011,4011,2012-06-16 03:00:00,14.7,9.6,71,17,25.0,102.03,Mainly Clear
4012,4012,2012-06-16 04:00:00,13.8,8.8,72,19,25.0,102.11,Mainly Clear
4013,4013,2012-06-16 05:00:00,13.9,8.5,70,13,24.1,102.16,Mostly Cloudy
4014,4014,2012-06-16 06:00:00,15.2,8.8,66,17,24.1,102.18,Mostly Cloudy
4015,4015,2012-06-16 07:00:00,16.2,9.3,64,15,48.3,102.25,Mostly Cloudy
4016,4016,2012-06-16 08:00:00,17.4,9.5,60,9,48.3,102.23,Mostly Cloudy
4017,4017,2012-06-16 09:00:00,18.9,10.7,59,11,48.3,102.2,Cloudy
4018,4018,2012-06-16 10:00:00,21.6,12.0,54,4,48.3,102.15,Cloudy
4019,4019,2012-06-16 11:00:00,21.9,11.6,52,6,48.3,102.1,Cloudy
4020,4020,2012-06-16 12:00:00,23.8,13.1,51,6,48.3,102.04,Mostly Cloudy
4021,4021,2012-06-16 13:00:00,24.6,12.5,47,9,48.3,101.96,Cloudy
4022,4022,2012-06-16 14:00:00,24.9,13.5,49,6,48.3,101.91,Mostly Cloudy
4023,4023,2012-06-16 15:00:00,26.0,13.6,46,6,48.3,101.84,Mostly Cloudy
4024,4024,2012-06-16 16:00:00,26.5,11.0,38,7,48.3,101.77,Mostly Cloudy
4025,4025,2012-06-16 17:00:00,26.5,11.3,39,4,48.3,101.73,Mostly Cloudy
4026,4026,2012-06-16 18:00:00,26.2,12.1,41,6,48.3,101.71,Mainly Clear
4027,4027,2012-06-16 19:00:00,25.0,13.0,47,7,48.3,101.66,Mainly Clear
4028,4028,2012-06-16 20:00:00,23.1,11.8,49,4,48.3,101.62,Mainly Clear
4029,4029,2012-06-16 21:00:00,20.8,12.3,58,0,25.0,101.6,Clear
4030,4030,2012-06-16 22:00:00,21.5,11.9,54,9,25.0,101.6,Mainly Clear
4031,4031,2012-06-16 23:00:00,20.9,12.9,60,0,25.0,101.58,Mainly Clear
4032,4032,2012-06-17 00:00:00,19.3,12.6,65,0,25.0,101.55,Mainly Clear
4033,4033,2012-06-17 01:00:00,19.8,13.7,68,7,25.0,101.52,Mainly Clear
4034,4034,2012-06-17 02:00:00,18.6,13.5,72,11,25.0,101.48,Mainly Clear
4035,4035,2012-06-17 03:00:00,18.4,13.7,74,13,25.0,101.45,Clear
4036,4036,2012-06-17 04:00:00,17.4,13.4,77,9,24.1,101.46,Mainly Clear
4037,4037,2012-06-17 05:00:00,17.3,13.7,79,6,48.3,101.47,Mainly Clear
4038,4038,2012-06-17 06:00:00,18.9,14.1,74,9,48.3,101.51,Mainly Clear
4039,4039,2012-06-17 07:00:00,20.2,14.4,69,11,48.3,101.52,Mainly Clear
4040,4040,2012-06-17 08:00:00,22.2,15.1,64,9,48.3,101.5,Mainly Clear
4041,4041,2012-06-17 09:00:00,23.4,15.3,60,9,48.3,101.47,Mainly Clear
4042,4042,2012-06-17 10:00:00,25.0,16.1,58,9,48.3,101.43,Mainly Clear
4043,4043,2012-06-17 11:00:00,25.7,16.3,56,9,48.3,101.39,Cloudy
4044,4044,2012-06-17 12:00:00,26.0,16.3,55,6,48.3,101.33,Cloudy
4045,4045,2012-06-17 13:00:00,26.6,16.7,55,11,48.3,101.23,Mostly Cloudy
4046,4046,2012-06-17 14:00:00,26.1,16.5,55,17,48.3,101.17,Cloudy
4047,4047,2012-06-17 15:00:00,27.0,16.8,54,17,48.3,101.1,Cloudy
4048,4048,2012-06-17 16:00:00,27.4,16.3,51,20,48.3,101.02,Cloudy
4049,4049,2012-06-17 17:00:00,26.2,14.7,49,19,48.3,100.97,Cloudy
4050,4050,2012-06-17 18:00:00,26.0,15.9,54,17,48.3,100.92,Cloudy
4051,4051,2012-06-17 19:00:00,25.5,16.4,57,17,48.3,100.91,Cloudy
4052,4052,2012-06-17 20:00:00,24.5,15.1,56,15,48.3,100.95,Cloudy
4053,4053,2012-06-17 21:00:00,24.1,14.1,54,19,25.0,100.99,Mostly Cloudy
4054,4054,2012-06-17 22:00:00,23.4,13.8,55,22,25.0,101.0,Mostly Cloudy
4055,4055,2012-06-17 23:00:00,23.2,13.7,55,13,25.0,101.03,Mostly Cloudy
4056,4056,2012-06-18 00:00:00,21.7,13.4,59,15,25.0,101.04,Mainly Clear
4057,4057,2012-06-18 01:00:00,20.5,13.4,64,13,25.0,101.07,Mainly Clear
4058,4058,2012-06-18 02:00:00,19.7,13.5,67,19,25.0,101.08,Mainly Clear
4059,4059,2012-06-18 03:00:00,19.3,13.4,69,17,25.0,101.06,Mainly Clear
4060,4060,2012-06-18 04:00:00,18.4,13.3,72,17,25.0,101.1,Mainly Clear
4061,4061,2012-06-18 05:00:00,17.9,13.2,74,19,24.1,101.12,Mostly Cloudy
4062,4062,2012-06-18 06:00:00,18.2,13.3,73,20,24.1,101.14,Mostly Cloudy
4063,4063,2012-06-18 07:00:00,19.3,13.4,69,17,48.3,101.16,Mostly Cloudy
4064,4064,2012-06-18 08:00:00,20.6,14.0,66,17,48.3,101.17,Mostly Cloudy
4065,4065,2012-06-18 09:00:00,22.0,14.4,62,17,48.3,101.15,Mostly Cloudy
4066,4066,2012-06-18 10:00:00,22.6,14.2,59,19,48.3,101.15,Mostly Cloudy
4067,4067,2012-06-18 11:00:00,24.0,14.9,57,19,24.1,101.14,Mostly Cloudy
4068,4068,2012-06-18 12:00:00,25.3,14.8,52,19,24.1,101.13,Mostly Cloudy
4069,4069,2012-06-18 13:00:00,25.3,14.2,50,20,24.1,101.06,Mostly Cloudy
